,Cluster,Chromosome,Start,End,Strand,Description,R30,S30,L30,F30,R45,S45,L45,F45,R85,S85,L85,10DPA,20DPA,IMG,MG,Br,Br3,Br7,Br10,Br15
Solyc09g065550.3,8,SL3.0ch09,63924170,63926005,+,"Kinase interacting (KIP1-like) family ""protein,"" putative (AHRD V3.3 *** A0A061DQM7_THECC)             ",0.127375812,0.719976101,-1.625275312,-0.417204618,0.27438882,0.614493933,-1.768027753,-0.77552632,1.233437583,0.093148274,-1.440402151,-1.357010848,0.321536962,0.321032237,-0.087512451,-0.845034415,0.549638489,0.965435015,1.360974177,1.734556466
Solyc09g065810.3,6,SL3.0ch09,64324550,64325243,+,Guanylate-binding family protein (AHRD V3.3 *** AT2G38840.1)                ,1.335587644,2.320899957,-0.409776957,1.588483213,0.129282782,0.868899846,-0.372985153,-0.008293747,0.226837291,0.251856349,-0.240832239,-0.636254163,1.11804942,-0.022690561,-0.196074658,-1.325411901,-1.551511017,-1.076678959,-1.139209028,-0.860178117
Solyc09g065830.3,8,SL3.0ch09,64341678,64341981,-,NADH-ubiquinone oxidoreductase 24 kDa subunit (AHRD V3.3 *** AT4G02580.1)              ,2.45875373,0.919995385,-1.468405539,-0.306408058,1.812473428,-0.515283431,-1.912291642,-1.117101874,0.786385093,-0.36056009,-0.150676594,-0.673968074,0.656800221,-0.238510549,-0.057839976,0.514360909,-0.069183492,0.281165509,0.020715205,-0.580420161
Solyc09g065870.3,7,SL3.0ch09,64377940,64379746,+,E3 ubiquitin-protein ligase RGLG2-like protein (AHRD V3.3 *** A0A072V0P7_MEDTR)              ,-0.670173716,-0.426688843,-1.34767047,-1.27637488,-0.731278022,1.430197502,-1.004070263,-0.784437408,0.862931549,0.786811787,-1.116901434,-0.915757778,-0.159474334,0.506459826,0.462649126,-0.179876774,-0.030233326,1.405880172,2.178159922,1.009847364
Solyc09g065920.3,4,SL3.0ch09,64444448,64444982,+,Magnesium transporter MRS2-like protein (AHRD V3.3 *** A0A072UDJ3_MEDTR)               ,-1.753608407,-0.00384275,1.552712761,-0.384858284,-1.702543809,0.089057123,2.030852426,-0.616692574,-1.405252546,0.793696719,1.660706474,-0.365450125,0.618375421,0.222472238,-0.151243823,0.611119014,0.152672151,-0.474051878,-0.442668667,-0.431451462
Solyc09g065940.3,6,SL3.0ch09,64457291,64457432,-,U6 snRNA-associated Sm-like protein LSm4 (AHRD V3.3 *** B6UB12_MAIZE)              ,0.885932755,0.836305643,-0.131507303,1.120154984,2.628745084,0.261931672,-0.44109101,0.140092325,-0.05419787,0.027156701,1.12774543,-1.217537232,0.54048604,0.058889553,-0.104399043,-0.530338853,-1.276413274,-1.104857945,-1.268247483,-1.498850175
Solyc09g065950.3,8,SL3.0ch09,64464767,64464899,-,F-actin capping protein alpha subunit (AHRD V3.3 *** B9I7I3_POPTR)              ,0.492461375,0.614815057,-2.462398915,0.09132225,0.727618503,1.388554935,-1.748658292,-0.563279646,0.41541292,1.046582933,0.357100237,-1.671740119,-0.726003484,-0.803442521,0.165183133,0.722557513,0.361027176,0.335127031,1.143363651,0.114396263
Solyc09g065990.3,8,SL3.0ch09,64497592,64499290,+,E3 ubiquitin protein ligase DRIP2 (AHRD V3.3 *** W9RBR4_9ROSA)              ,0.007255649,-0.562470643,-1.964384268,-0.581861216,-0.155203593,0.112437788,-1.88833862,-1.095655446,0.053221376,0.102230914,-1.084179456,-0.107340108,-0.095824524,0.647005547,0.489011924,0.774034884,1.046392671,0.71620469,2.088731318,1.498731113
Solyc09g066210.3,6,SL3.0ch09,64877328,64878551,-,F-box/kelch-repeat protein (AHRD V3.3 *** W9S979_9ROSA)                 ,1.297044116,-0.088742713,-0.424502735,-0.008956198,1.282358434,0.546193697,0.006334504,0.374247753,1.144378409,1.234525655,2.228090497,-1.287660195,-0.644303011,0.01895412,-0.180076202,-0.840752307,-1.220600932,-1.069805839,-1.164554375,-1.202172677
Solyc09g066250.1,9,SL3.0ch09,64911106,64911510,+,"LOW QUALITY:Zinc ""finger,"" C2H2 (AHRD V3.3 *** A0A124SIE2_CYNCS)               ",1.616631475,-0.41427331,-0.41427331,-0.381052721,2.831743096,-0.41427331,-0.409000346,-0.41427331,2.547158504,-0.411341521,-0.408585461,-0.41427331,-0.41427331,-0.41427331,-0.41427331,-0.41427331,-0.41427331,-0.41427331,-0.41427331,-0.41427331
Solyc09g066270.3,9,SL3.0ch09,64930817,64931455,-,"LOB domain-containing ""protein,"" putative (AHRD V3.3 *** B9T847_RICCO)               ",2.098683224,-0.422123025,-0.422123025,-0.422123025,3.015156414,-0.422123025,-0.422123025,-0.422123025,1.894388301,-0.254259539,-0.422123025,-0.422123025,-0.422123025,-0.422123025,-0.422123025,-0.422123025,-0.422123025,-0.422123025,-0.422123025,-0.422123025
Solyc09g066310.3,9,SL3.0ch09,64982569,64982769,-,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** AT5G24530.1)            ,2.091213377,-0.415567372,-0.415567372,-0.415567372,2.035891449,-0.415567372,-0.415567372,-0.415567372,2.925116748,-0.403143618,-0.415567372,-0.415567372,-0.415567372,-0.415567372,-0.415567372,-0.415567372,-0.415567372,-0.415567372,-0.415567372,-0.415567372
Solyc09g066420.3,8,SL3.0ch09,65076454,65076998,-,TBC1 domain family protein                   ,-0.085291916,1.515417886,-1.967877025,0.153496185,-1.087054841,0.536887956,-1.823075311,2.022522705,1.316182701,0.412722108,-1.067161448,-0.269667431,0.04967272,0.622194119,0.394654558,-0.269101048,-0.963931046,-0.158058368,0.393321156,0.274146341
Solyc09g066440.3,6,SL3.0ch09,65094364,65094957,-,"Casein ""kinase,"" putative (AHRD V3.3 *** B9SS69_RICCO)                ",1.489579798,1.779139561,-0.703091772,0.6301359,0.692577021,1.615714565,-0.298720535,0.59842195,1.266050178,0.737598762,0.083166807,-0.97384926,-0.168151352,-0.632158877,-0.470496154,-1.31243614,-1.147926294,-1.1507666,-1.036076313,-0.998711244
Solyc09g066500.3,8,SL3.0ch09,65142678,65143059,+,chromatin remodeling 8 (AHRD V3.3 *** AT2G18760.7)                ,-0.337350682,0.513840115,-2.01003173,1.179882045,0.121625804,1.268019421,-1.745075311,-0.979406625,-0.882767811,-0.466155069,-1.389313597,0.669107797,-0.165737262,-0.220732039,0.655140769,0.647478059,-0.17875882,0.528066974,1.561320438,1.230847524
Solyc09g072580.3,8,SL3.0ch09,65539446,65539826,+,histone acetyltransferase subunit NuA4-domain protein (AHRD V3.3 *** AT4G14385.1)              ,0.528022766,0.3992673,-1.923473216,-0.560697567,0.598033171,0.022630586,-1.767435382,-1.178572132,-0.367271502,-0.171595303,-1.60236499,-0.413846056,0.15494101,0.653453557,0.524422867,0.835148121,0.037506643,0.953880341,1.820886164,1.457063621
Solyc09g072620.3,6,SL3.0ch09,65674631,65674940,-,Phytochelatin synthase (AHRD V3.3 *** Q84JR4_SOLTU)                 ,2.16216439,1.204597481,-0.466103437,-0.065855251,1.309785692,0.872924833,-0.392592432,0.06820561,1.925130661,0.549103228,-0.398702825,-1.235653446,-0.086801739,-0.169333845,-0.280645896,-1.05523077,-1.365295336,-0.970242447,-0.800339247,-0.805115225
Solyc09g072650.3,8,SL3.0ch09,65696158,65696773,+,Tetratricopeptide repeat 7A (AHRD V3.3 *** A0A0B0PQU8_GOSAR)                ,-0.549679807,0.079016792,-1.660838244,-0.533349066,-0.741838658,0.872786047,-0.734015266,-1.378515789,1.249889901,1.43957329,0.441245484,-2.040550171,-0.415102428,1.376222267,0.541777417,0.132329569,-0.331483618,0.960479127,1.220494518,0.071558633
Solyc09g072670.3,1,SL3.0ch09,65716987,65717527,+,Rho GDP-dissociation inhibitor 1 (AHRD V3.3 *** A0A0B2NZI9_GLYSO)               ,0.910283775,1.46006334,-1.284239896,-0.443608827,0.296549509,0.13775359,-1.004168049,-0.78330748,0.923859432,0.71373471,0.697221941,-1.36962782,-1.22033514,-1.083770289,-1.079918424,-0.524323341,-0.21406435,0.655714065,1.607468307,1.604714947
Solyc09g072810.3,0,SL3.0ch09,65938774,65939138,+,"Receptor protein ""kinase,"" putative (AHRD V3.3 *** B9SKP2_RICCO)               ",1.247020969,1.827062237,0.006662208,1.459042233,0.622470818,0.176085866,0.504613307,-0.493956844,2.257427315,0.222145488,-0.390976477,-0.10329234,-0.890455766,-0.9459866,-0.767929414,-0.9459866,-0.9459866,-0.9459866,-0.9459866,-0.9459866
Solyc09g072860.2,6,SL3.0ch09,65974599,65974860,-,fanconi anemia group F protein (FANCF) (AHRD V3.3 *** AT5G44010.4)             ,0.783872331,0.397099816,0.58797614,0.068899805,1.354223504,1.496900364,1.435586771,0.21429179,-0.796294922,1.149836098,0.019784093,-1.356991602,0.167046826,0.496911579,0.212653501,-0.563634653,-1.04846848,-1.366300826,-1.596458895,-1.65693324
Solyc09g072980.2,6,SL3.0ch09,66072726,66073433,-,BTB/POZ/MATH-domain protein (AHRD V3.3 *** G7I2K6_MEDTR)                 ,0.836339632,0.693488468,-0.549863855,1.9082532,0.000678541,0.259654824,-0.456752578,2.410477901,0.473718866,0.293962023,0.247888733,-0.009527973,-0.186463103,0.318154489,0.091797321,-0.861594714,-1.483428651,-1.473233169,-1.269274697,-1.244275258
Solyc09g074050.3,0,SL3.0ch09,66180321,66182752,+,2OG-Fe(II) oxygenase family oxidoreductase (AHRD V3.3 *** A0A072VPE6_MEDTR)               ,1.358136848,0.137776448,-0.491123795,-0.537834779,1.599597675,-0.505640725,0.016839861,0.281684004,1.711595142,1.272556058,1.99773569,-0.84279343,-0.24297637,-0.46929841,-0.389352068,-0.94389669,-1.165572349,-0.973090436,-1.214250169,-0.600092506
Solyc09g074090.3,8,SL3.0ch09,66198046,66198764,+,Exosome complex component RRP4 homolog (AHRD V3.3 *** RRP4_ARATH)              ,0.140986696,0.901496305,-1.664085011,0.899280824,0.885036902,-0.401976511,-2.104081547,-1.069376911,0.41060875,0.129072088,-0.879437677,-1.066560739,0.145996012,0.112007268,-0.356600824,0.251827654,-0.618632872,1.429034394,1.782499693,1.072905504
Solyc09g074340.3,0,SL3.0ch09,66570636,66571763,+,Rho GTPase-activating protein (AHRD V3.3 *** A0A0K9PZI3_ZOSMR)                ,1.161671949,0.76796017,-0.425403712,1.614748826,1.103119128,0.563785064,-0.781355042,-0.265842263,2.357125078,0.390504642,-0.881574566,0.669764716,-0.600846893,-0.669200563,-0.528724291,-1.336408977,-1.404814127,-0.991938752,-0.456824162,-0.285746223
Solyc09g074360.3,0,SL3.0ch09,66587157,66587262,-,RNA-binding (RRM/RBD/RNP motifs) family protein (AHRD V3.3 *** AT1G03457.2)              ,1.927837716,0.170894037,0.453453594,0.510108927,2.350760891,0.360498751,0.077616546,-0.380475895,1.174409273,0.382484108,0.806987016,-0.66916958,-0.457424714,-0.991561901,-0.77379751,-1.424680332,-1.413957558,-0.89960419,-0.568286427,-0.636092752
Solyc09g074855.1,6,SL3.0ch09,67102472,67102596,-,Cytochrome b-c1 complex subunit 6 (AHRD V3.3 *** A0A0V0GP56_SOLCH)              ,0.818439714,0.305211227,-0.024379497,2.484603101,1.542667992,0.20577373,0.544518641,-0.183311473,-0.270462524,0.717505993,1.126241122,-0.643444818,0.108869736,-0.96321947,-0.999089656,-0.126936831,-0.440190311,-1.353526262,-1.396615463,-1.452654952
Solyc09g075000.3,8,SL3.0ch09,67214865,67215120,-,Transducin/WD40 repeat protein (AHRD V3.3 *** G7LCS5_MEDTR)                ,-0.084198463,1.453044849,-2.302941625,-0.088144539,-0.105251633,0.541951814,-2.3131952,-0.938080741,-0.560432797,-0.064367449,-0.732833361,0.046773773,1.205557977,1.394625399,0.602184747,0.772599689,-0.258709808,0.363288735,0.692017247,0.376111386
Solyc09g075010.3,1,SL3.0ch09,67220596,67220813,-,HSP20-like chaperones superfamily protein (AHRD V3.3 *-* AT4G02450.2)               ,0.377310724,0.178677294,-1.464870899,-0.955902719,0.800532255,-0.412328972,-1.473073939,-1.246292666,0.351408937,-0.150513323,-0.332902922,-0.391360024,-0.565726502,-0.633063551,0.255066735,-0.014740948,0.021351434,1.400862037,2.032816721,2.222750328
Solyc09g075100.3,8,SL3.0ch09,67333135,67333690,+,Complex 1 family protein (AHRD V3.3 *** B9I9R9_POPTR)               ,1.267543974,-0.463113037,-1.645519334,-0.591868617,2.393774943,-0.467127854,-1.763526127,-1.613604684,0.447255549,0.236269669,0.100068272,-0.73369691,0.157177483,0.416321388,0.400631583,0.736996947,-0.640430171,0.290442928,1.031435869,0.44096813
Solyc09g075160.3,0,SL3.0ch09,67378740,67379249,+,60S ribosomal protein L22-2 (AHRD V3.3 *** RL222_ARATH)               ,2.062228451,1.307995337,-0.146139438,1.527014778,1.693976147,0.591852755,-0.170488913,0.284449155,0.277905318,0.264891895,-0.042082723,-0.274953768,0.078327803,-0.891629889,-0.867315537,-1.0856421,-1.320982572,-0.94639765,-1.246122209,-1.096886839
Solyc09g075260.3,8,SL3.0ch09,67432492,67433283,-,"pectinesterase (Protein of unknown ""function,"" DUF538) (AHRD V3.3 *** AT1G02816.1)             ",1.171087797,-0.588479295,-2.094448836,-0.899421728,1.224921896,-0.361159241,-1.511651411,1.456828301,2.123103582,0.068063413,-0.384879958,-0.884487394,-0.462909447,0.582663087,0.140268234,0.276695215,0.799736055,0.008564477,-0.114112998,-0.550381749
Solyc09g075640.3,8,SL3.0ch09,67728654,67728806,-,Protein FAR1-RELATED SEQUENCE 11 (AHRD V3.3 *** A0A0B2PUA0_GLYSO)               ,0.496478924,0.074334223,-1.205794641,-0.515692723,0.814606179,1.209561499,-0.976106906,-0.944730676,1.451313198,1.546497417,-0.090472039,-1.742572627,-0.938176317,0.707842663,0.140432507,-1.056422979,-1.392387602,0.559637534,0.854365087,1.007287278
Solyc09g075940.3,0,SL3.0ch09,67986166,67987307,-,Amine oxidase (AHRD V3.3 *** K4CVH1_SOLLC)                 ,0.870799562,0.926924855,0.813476077,-0.332562228,0.868850759,0.584114755,0.54468585,-0.498284619,2.6240516,1.314426419,0.267842176,-0.988557765,-0.976914638,-0.545872748,-0.705049691,-0.873496341,-0.928760728,-0.988557765,-0.988557765,-0.988557765
Solyc09g082480.2,9,SL3.0ch09,68617896,68617995,-,RNA-directed DNA methylation protein (AHRD V3.3 *** G7K3Q7_MEDTR)               ,2.228839424,-0.451626053,-0.423702398,-0.442269441,2.439241727,-0.451626053,-0.400644709,-0.451626053,2.459263759,-0.432335943,-0.330580877,-0.424821681,-0.40468205,-0.441414094,-0.441556548,-0.451626053,-0.451626053,-0.451626053,-0.246974036,-0.428606813
Solyc09g082540.3,8,SL3.0ch09,68690514,68691050,+,Tetratricopeptide repeat (TPR)-like superfamily protein (AHRD V3.3 *** AT1G04190.1)              ,0.005049843,-0.251221972,-1.475513019,-0.62090495,0.751732335,-0.143892813,-1.4091005,-1.129399431,1.055614341,0.427994916,0.004383293,-1.346429111,-0.642547823,0.50262792,0.324762269,-0.063333556,-1.013347889,1.725613075,1.964535897,1.333377173
Solyc09g082770.3,8,SL3.0ch09,68875602,68875873,+,Transmembrane emp24 domain-containing protein p24beta3 (AHRD V3.3 *** P24B3_ARATH)              ,0.903401151,-0.044331204,-1.986652098,2.075621487,1.029021648,-0.053224805,-1.970930808,-0.617705094,-0.033803695,-0.829365251,-1.142721229,0.557273332,-0.198592415,-0.020694922,0.138270984,1.663763951,0.468193704,-0.383786788,0.2067022,0.239559851
Solyc09g082780.3,6,SL3.0ch09,68883253,68883724,+,Stem-specific protein TSJT1 (AHRD V3.3 *** A0A0B0PHH6_GOSAR)                ,1.890467798,1.537551592,0.231976328,1.006584292,0.737034283,0.41348182,-0.298971308,-0.294758113,-0.304379585,0.058832597,0.625019968,-0.577321682,1.58129684,0.064156938,-0.285270443,-0.646414566,-1.258450741,-1.439944941,-1.516296444,-1.524594632
Solyc09g082940.3,6,SL3.0ch09,69061094,69061542,+,G-protein gamma subunit 2 (AHRD V3.3 *** A0A061EU75_THECC)               ,2.5278849,-0.044166369,-0.835593863,0.281003415,1.408103555,0.325836859,-0.099573238,-0.436485583,1.057685413,0.579175759,0.115056522,0.482462609,0.656161417,-0.213288879,-0.489837914,0.205882813,-0.802412464,-1.54502874,-1.682004736,-1.490861474
Solyc09g083000.3,8,SL3.0ch09,69124718,69125196,+,Armadillo repeat-containing protein LFR (AHRD V3.3 *** LFR_ARATH)               ,-0.389734632,-0.325495454,-2.231786226,-0.287126665,0.429021499,0.612174806,-1.442571442,-0.376885051,-0.636693299,0.584865214,0.371294524,-2.003544352,-0.176364816,1.484594882,0.819391217,0.715338849,-0.049290068,1.122810973,1.494941552,0.285058491
Solyc09g083080.3,8,SL3.0ch09,69173238,69173371,-,MAR-binding protein                     ,0.806995732,1.210748913,-1.260632476,0.013237289,2.557424566,-0.630449454,-1.500993626,-0.900210355,0.336167285,-0.521453082,-0.834361556,-0.69083978,-0.206647099,-0.30338894,-0.040466471,-0.374439009,-0.935565411,1.038819109,1.156106913,1.079947451
Solyc09g083120.3,6,SL3.0ch09,69227710,69227829,-,"Acylamino-acid-releasing ""enzyme,"" putative (AHRD V3.3 *** B9RTG2_RICCO)                ",0.602374469,-0.205192135,1.27433911,0.254262468,-0.69951632,-0.092535439,2.253615909,-0.447644627,0.257120303,0.485296209,1.790445779,-0.567790126,0.874890361,0.181338095,-0.003483437,-0.657493476,-1.183081523,-1.261723607,-1.453000018,-1.402221993
Solyc09g083220.3,8,SL3.0ch09,69312503,69313303,+,bHLH transcription factor 60                   ,-0.207203815,-1.234629022,-1.288030795,-0.803004736,0.740120186,0.087770844,-1.02485126,-0.621783902,0.40116904,0.729005727,0.59070969,-2.082179583,-1.412510336,0.770345446,0.341750484,1.261352538,0.425820489,1.328070962,1.50993554,0.488142503
Solyc09g083330.3,0,SL3.0ch09,69429441,69429540,-,Phosphatidate cytidylyltransferase (AHRD V3.3 *** K4CVV9_SOLLC)                 ,0.333038633,1.349862455,1.459495658,0.537510762,0.306669948,0.379322033,1.704216034,1.02532065,0.501746711,0.357441569,1.203356048,-1.150592938,-1.07501688,-0.660900292,-1.150123448,-0.882263357,-1.235323441,-1.220308866,-0.848420388,-0.93503089
Solyc09g083340.2,8,SL3.0ch09,69437095,69438839,-,DNA-directed RNA polymerase II subunit (AHRD V3.3 *** W9QJA8_9ROSA)              ,0.261307599,-0.981150531,-2.017032108,-0.913167082,0.86298473,0.901047805,-0.698982277,-1.285350353,0.784920419,1.080889838,-0.019990903,0.873030707,-1.762907602,-0.14343582,-0.64864337,0.554398363,0.988015063,0.010561311,1.655908523,0.497595687
Solyc09g089790.3,9,SL3.0ch09,69941893,69942337,+,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** AT1G06620.1)            ,1.751290354,-0.426331429,-0.411691327,-0.427158565,2.728464602,-0.407500179,-0.360090938,-0.403363294,2.560115115,-0.397333364,-0.3050378,-0.429387464,-0.434738907,-0.432642914,-0.434738907,-0.434738907,-0.434738907,-0.430899356,-0.434738907,-0.434738907
Solyc09g089850.3,1,SL3.0ch09,69962918,69963424,+,CASP-like protein (AHRD V3.3 *** K4CW11_SOLLC)                 ,0.766310444,0.440550479,-0.826348535,-0.958592197,0.538747678,2.614907008,0.049893352,-0.776417402,0.444075044,0.262878232,-0.899165537,-1.044369005,-1.187778359,-0.785808372,-0.703621456,-0.188327717,-0.408662434,-0.009771904,0.492039015,2.179461667
Solyc09g089880.3,8,SL3.0ch09,69977594,69977865,-,"Electron transfer flavoprotein ""beta-subunit,"" putative (AHRD V3.3 *** B9STH5_RICCO)              ",0.133121913,-0.917294266,-2.285196878,-0.998349271,-0.532956024,1.04040911,-1.925213272,0.340676556,1.066025626,0.413581077,0.231505228,0.675540558,-0.585563281,0.996415346,0.774111372,1.63729232,0.874009582,-0.551298365,-0.473832697,0.087015367
Solyc09g090050.3,6,SL3.0ch09,70079286,70079578,-,Activating signal cointegrator 1 (AHRD V3.3 *** A0A0B0NUV2_GOSAR)               ,-0.017946733,0.367974888,-0.536454446,0.009372538,0.909542892,-0.303293744,-0.617885235,-0.556433623,1.120408476,0.934897192,0.885684416,-0.769082312,0.629256977,2.003297383,1.739330752,-0.819231303,-1.56039625,-1.037443789,-1.128485525,-1.253112554
Solyc09g090060.3,8,SL3.0ch09,70087797,70088257,+,Serine/threonine-protein phosphatase (AHRD V3.3 *** O81955_CATRO)                 ,-0.066760519,0.320231776,-1.501497133,-1.347066236,1.411716248,-0.365494897,-0.722664844,-0.527894902,1.546439552,1.106812779,0.843017786,-2.241086936,-0.694654512,0.791207526,1.276459142,-0.327727991,-0.200963894,0.270948375,0.712328989,-0.283350309
Solyc09g090120.3,6,SL3.0ch09,70133646,70134019,+,histone acetyltransferase subunit NuA4-domain protein (AHRD V3.3 *** AT4G14385.1)              ,-0.055829748,0.318073687,0.726988148,0.683942915,1.482818266,0.081780979,1.09156918,0.099352879,0.846729919,0.866901813,2.173345298,-1.464291252,-0.325959559,-0.459805387,-0.832774261,-1.032047831,-1.632361552,-0.565562046,-0.789276458,-1.213594991
Solyc09g090200.3,8,SL3.0ch09,70241403,70242167,+,Kinase family protein (AHRD V3.3 *** B9HKH3_POPTR)                ,0.62040915,0.409466922,-1.497828685,-1.20560775,-0.723078923,2.357962411,-0.193600103,-1.619651718,1.003822907,0.365227562,-0.465904635,0.046341091,-1.290054613,0.870231704,1.595520879,0.25032057,-0.101814854,-0.632393239,-0.19819554,0.408826865
Solyc09g090610.3,8,SL3.0ch09,70551400,70551499,-,50S ribosomal protein L14 (AHRD V3.3 *** A0A0K9PMD0_ZOSMR)               ,0.993801095,1.47190592,-1.515349919,0.144755217,2.073913435,0.234096292,-1.880310883,-1.141244997,-0.424511674,-0.369182006,-1.031709158,0.004855854,0.578710096,-0.236736292,0.623167136,1.067025321,-1.308304036,0.542250806,-0.000933318,0.173801112
Solyc09g090700.1,1,SL3.0ch09,70618770,70620338,-,Aldehyde dehydrogenase (AHRD V3.3 *** A0A0V0ICD2_SOLCH)                 ,1.783102332,-0.39665794,-1.360354407,-0.461225549,0.608593929,-0.988511168,-1.775015056,-0.716808352,1.289343913,-0.575315096,-0.153861112,-1.645262974,-0.01137876,0.552622016,-0.244200098,0.363815429,0.551076039,1.464046863,1.330741453,0.38524854
Solyc09g090720.3,8,SL3.0ch09,70633230,70633464,-,26S proteasome regulatory subunit family protein (AHRD V3.3 *** B9MU88_POPTR)             ,0.717458943,-0.296165052,-1.897386945,-0.912327178,0.337669063,-0.031821114,-1.719859084,-1.317328128,1.2605482,0.382264371,0.458690421,-0.771919708,-0.460278584,0.269305928,0.654446871,-0.074065685,-0.863540972,1.176299926,1.545113698,1.54289503
Solyc09g090790.3,1,SL3.0ch09,70680553,70680826,-,R2R3MYB transcription factor 79                   ,0.75863807,-0.56099804,-0.56099804,-0.308748279,2.083111006,-0.351516048,-0.56099804,-0.536500874,3.456399021,-0.437449271,-0.56099804,-0.513330419,-0.56099804,-0.511615588,-0.365012197,-0.185019078,0.244970556,-0.142768104,-0.290715109,-0.095453486
Solyc09g090830.3,6,SL3.0ch09,70714584,70714883,+,"BolA-like ""protein,"" expressed (AHRD V3.3 *** Q10PW0_ORYSJ)                ",0.73970232,1.195987984,-0.448860532,2.340033566,0.851373695,0.194101004,-0.343138973,0.046008891,-0.286677479,0.114302997,0.872266672,-0.81620684,0.81510997,-0.010267357,0.292757058,0.42124135,-1.504116927,-1.261088218,-1.608627334,-1.603901846
Solyc09g090930.3,4,SL3.0ch09,70809457,70810669,+,Tetratricopeptide repeat (TPR)-like superfamily protein (AHRD V3.3 *-* AT1G04530.1)              ,-1.329034069,0.623266482,-1.544963248,0.789579579,-1.525557575,-0.244777964,-0.182560772,-0.810201686,-1.231323968,-0.396240953,-0.857018988,-0.170520187,0.999438368,0.387594498,-0.233376147,1.067331945,1.42700624,1.848610458,1.224603043,0.158144946
Solyc09g091230.3,6,SL3.0ch09,71005870,71006435,+,"Core-2/I-branching ""beta-1,6-N-acetylglucosaminyltransferase"" family ""protein,"" putative (AHRD V3.3 *** A0A061EK45_THECC)              ",2.297396566,0.593750024,0.1198886,0.113257566,1.572217945,0.698936181,-0.265470012,-0.435360307,1.192952894,1.004441018,0.502910668,-1.428741473,-0.141705795,-0.084695467,-0.523957172,-0.379512231,-1.251974492,-1.341469041,-1.305224893,-0.937640579
Solyc09g091260.3,0,SL3.0ch09,71039967,71040638,+,Non-specific serine/threonine protein kinase (AHRD V3.3 *** K4CWF2_SOLLC)               ,1.448048308,1.65937198,-0.486552025,0.014825151,2.06795022,0.51052125,-0.35238034,0.202062356,1.766418431,0.858525556,-0.220489307,-0.925782982,-0.569928516,-0.75405729,-0.826620483,-0.892105579,-0.859378385,-0.790035794,-0.939484121,-0.91090843
Solyc09g091420.3,6,SL3.0ch09,71176963,71178282,+,Inosine triphosphate pyrophosphatase (AHRD V3.3 *** K4CWG8_SOLLC)                ,0.250838892,1.212315055,0.515576853,1.889134301,0.720178445,0.08004447,1.542188156,0.759682991,-0.401768679,0.016402911,0.376017282,-0.570221588,0.637099257,-0.011695242,0.048061623,-1.107067575,-1.493729464,-1.375443589,-1.555527825,-1.532086272
Solyc09g091560.3,8,SL3.0ch09,71303885,71307450,+,Ankyrin repeat-containing protein (AHRD V3.3 *** A0A118JU06_CYNCS)                ,0.326388395,-0.355085618,-1.874952161,-0.408524154,0.93239657,1.294113045,-1.207425734,-0.411317285,1.835044574,0.840014769,-0.01113465,-1.782574606,-0.841754051,-0.047796693,0.399090816,-0.628829319,-0.14433211,0.679195859,1.684814726,-0.277332373
Solyc09g091840.3,1,SL3.0ch09,71527277,71527429,-,Glutathione Reductase (AHRD V3.3 *** A0A089ZXK5_GENTR)                 ,1.967562656,-0.441175666,-1.06466718,-0.717982136,1.234260731,-0.127742186,-0.670345857,-0.461260383,2.940990968,0.380297937,0.332755018,-0.843885249,-0.869109263,-0.722800709,-0.571382586,-0.52805112,-0.568433598,0.02181155,0.418334084,0.290822989
Solyc09g091945.1,9,SL3.0ch09,71617444,71617884,+,4F5 family protein (AHRD V3.3 *-* G7LFV3_MEDTR)                ,1.665188006,-0.740257647,-0.87520762,-0.990397855,3.443712268,-0.540507661,-0.755230138,-0.622777673,0.756798709,-0.51677901,0.49150624,-0.595276607,0.199238269,-0.301161756,-0.332590166,-0.175279441,0.13909276,-0.164166857,0.137749216,-0.223653038
Solyc09g092060.2,0,SL3.0ch09,71696968,71697135,-,LOW QUALITY:F-box protein (AHRD V3.3 *-* A0A0P0CKG2_CITMA)                ,0.02953833,1.754519917,0.121274147,1.900030092,0.702557302,1.091652239,1.095795629,-0.807697903,0.153843022,1.335941994,0.513083932,-0.611808473,-0.667172157,-1.120842092,-1.120842092,-0.306660402,-1.120842092,-1.120842092,-0.700687209,-1.120842092
Solyc09g097850.1,2,SL3.0ch09,72343075,72343479,-,Cysteine proteinase inhibitor (AHRD V3.3 *** K4CWV7_SOLLC)                ,0.174565386,-0.650818755,-1.144198726,-0.656703429,0.384070153,-0.670528085,-1.268413733,-0.933978883,0.422518855,-1.137491692,-1.247157367,2.77289989,1.100969454,0.292886303,-0.53090946,0.447433255,1.024053123,0.915074567,0.571231929,0.134497216
Solyc09g097870.3,5,SL3.0ch09,72364264,72364671,-,bHLH transcription factor 62                   ,1.733695029,-0.340449494,0.243694299,-1.265820173,0.332737242,1.856348996,1.206865363,-1.028348312,1.057225804,-0.342475251,0.443963929,-1.09970782,1.287849489,0.185540853,0.148316409,-0.289271369,-0.679058198,-1.256115284,-1.456566971,-0.738424543
